locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15,id
125,245,101,364,426,104,210,172,109,82,129,236,213,272,122,sample_2343
125,239,105,370,426,104,215,172,97,78,123,239,213,261,124,sample_2344
119,239,105,368,426,104,210,176,103,86,123,236,205,268,124,sample_2345
129,239,109,372,422,101,215,168,106,82,125,233,205,261,124,sample_2346
119,233,105,362,426,107,215,168,109,86,125,239,209,270,124,sample_2347
125,245,101,368,426,104,215,164,106,82,127,242,213,272,124,sample_2348
125,239,105,370,424,104,215,168,103,82,125,239,205,261,122,sample_2349
129,239,105,372,424,98,215,172,106,80,129,239,205,264,122,sample_2350
125,242,109,370,428,98,215,172,100,78,123,245,213,261,122,sample_2351
129,239,109,364,428,104,210,164,109,82,127,245,205,272,122,sample_2352
129,239,101,364,426,104,215,159,109,82,125,239,205,270,124,sample_2353
129,242,101,364,426,107,210,164,109,82,129,245,209,262,122,sample_2354
125,236,105,364,422,104,210,172,103,82,123,239,205,264,124,sample_2355
125,233,105,364,428,104,210,176,112,84,121,236,205,262,122,sample_2356
127,242,101,364,426,104,215,164,100,82,127,236,213,262,124,sample_2357
125,239,113,372,422,104,215,168,103,82,125,239,205,261,124,sample_2358
129,236,101,362,428,110,210,164,109,82,125,245,213,266,122,sample_2359
127,245,109,362,428,107,210,164,112,82,127,233,213,272,122,sample_2360
125,233,105,364,424,110,215,172,103,82,127,242,213,266,122,sample_2361
127,239,105,364,428,107,210,164,109,80,129,245,213,272,122,sample_2362
119,239,105,364,424,98,210,168,106,82,127,239,205,264,124,sample_2363
125,239,109,362,428,104,210,164,112,82,129,245,213,272,122,sample_2364
129,245,101,364,426,107,210,164,106,82,129,242,213,270,122,sample_2365
125,239,105,370,422,101,215,172,97,82,129,239,205,261,124,sample_2366
119,239,109,370,426,107,210,172,106,86,121,242,205,262,124,sample_2367
129,239,109,368,422,101,215,172,103,78,125,233,205,261,124,sample_2368
127,239,105,372,424,107,210,159,106,82,127,245,205,262,122,sample_2369
127,242,105,364,426,98,210,172,109,82,125,242,209,272,122,sample_2370
127,245,101,366,428,104,210,164,109,80,125,239,209,268,122,sample_2371
123,242,105,364,428,107,215,159,100,82,125,239,213,266,122,sample_2372
129,245,105,362,428,107,210,164,109,82,127,242,209,272,122,sample_2373
129,239,105,370,422,101,210,168,106,78,125,239,209,261,122,sample_2374
119,236,105,368,424,98,215,168,106,82,123,242,205,262,122,sample_2375
125,245,105,372,426,101,215,164,97,80,125,239,209,262,122,sample_2376
123,233,105,372,426,101,210,159,106,80,127,239,213,262,124,sample_2377
127,239,105,368,426,107,215,164,100,80,125,239,209,261,124,sample_2378
125,239,109,372,426,98,215,164,106,78,125,239,209,264,124,sample_2379
129,245,101,364,428,107,210,164,103,82,127,242,205,266,122,sample_2380
125,233,105,370,428,104,215,164,109,82,127,245,213,272,122,sample_2381
129,233,109,370,424,101,210,168,100,78,127,239,205,261,124,sample_2382
119,233,109,366,426,107,210,172,103,86,123,239,205,264,124,sample_2383
119,236,109,364,428,98,210,172,100,86,123,233,201,264,122,sample_2384
125,236,109,370,426,104,215,164,100,78,125,242,205,261,124,sample_2385
125,236,105,370,426,101,215,168,100,78,123,239,205,262,124,sample_2386
123,233,101,366,426,104,210,172,97,84,119,236,205,262,122,sample_2387
121,239,105,362,426,107,210,176,112,86,121,239,213,262,124,sample_2388
119,236,105,361,428,104,210,172,103,80,125,233,205,266,124,sample_2389
123,242,105,364,426,107,215,164,112,86,125,236,213,262,124,sample_2390
125,239,113,370,422,98,210,172,103,82,123,239,205,262,124,sample_2391
125,242,105,364,428,104,210,164,97,82,129,245,213,266,122,sample_2392
127,233,101,366,422,110,210,172,100,82,125,236,213,264,124,sample_2393
127,245,105,372,428,101,215,172,106,80,129,239,205,264,122,sample_2394
125,239,109,370,424,101,215,168,106,78,125,239,209,262,124,sample_2395
121,233,109,364,428,98,210,164,106,80,125,239,205,266,124,sample_2396
125,239,105,370,426,101,215,172,100,80,127,239,209,261,122,sample_2397
129,233,105,370,426,104,215,172,103,78,125,233,209,261,124,sample_2398
125,239,109,372,426,101,215,168,100,82,129,239,209,262,124,sample_2399
123,236,105,370,424,107,210,168,106,82,119,236,205,264,122,sample_2400
119,239,105,362,424,104,210,176,97,82,119,239,201,261,124,sample_2401
129,239,109,364,428,107,210,164,106,84,125,239,213,272,122,sample_2402
123,239,113,370,426,104,215,164,106,78,127,239,213,264,124,sample_2403
125,236,105,368,426,107,210,172,106,84,125,239,213,261,124,sample_2404
129,239,113,372,428,101,215,172,103,78,127,239,205,261,124,sample_2405
125,233,105,372,428,101,215,168,100,80,125,239,209,262,124,sample_2406
127,233,101,370,428,104,210,164,109,82,129,239,209,266,124,sample_2407
129,239,105,370,422,101,215,164,106,78,125,236,205,261,124,sample_2408
129,245,101,364,428,107,215,164,106,80,129,245,205,272,122,sample_2409
127,245,109,372,428,104,210,164,112,82,125,242,213,264,122,sample_2410
125,239,109,372,426,101,210,172,106,82,127,239,205,261,124,sample_2411
123,239,105,370,428,101,215,172,103,78,125,239,209,261,124,sample_2412
125,239,113,366,422,107,210,164,100,82,121,236,205,264,124,sample_2413
127,245,101,364,424,107,210,159,106,80,125,245,209,262,122,sample_2414
119,233,109,370,426,107,215,172,106,86,123,233,213,270,122,sample_2415
125,242,113,372,422,101,215,164,100,82,127,233,205,261,124,sample_2416
127,245,101,364,426,110,210,164,109,82,125,236,205,270,122,sample_2417
123,236,105,364,422,104,210,172,106,84,123,239,213,262,124,sample_2418
129,245,105,370,426,107,210,164,109,82,125,233,209,266,122,sample_2419
125,236,105,364,426,107,210,172,97,86,123,236,205,270,122,sample_2420
125,233,101,364,428,104,210,164,109,82,129,239,205,272,122,sample_2421
129,245,101,370,428,107,210,172,109,80,129,239,213,272,122,sample_2422
119,239,113,366,422,107,215,176,106,84,123,239,209,266,122,sample_2423
121,239,109,368,424,101,215,172,100,82,127,233,205,262,124,sample_2424
125,236,109,372,428,98,215,168,100,78,125,239,213,262,124,sample_2425
125,239,109,372,426,104,215,168,100,80,129,239,205,261,122,sample_2426
123,236,113,362,422,98,210,172,103,82,123,239,205,266,124,sample_2427
119,242,109,366,426,107,210,168,106,82,121,236,209,270,124,sample_2428
125,239,109,372,426,101,210,176,100,80,129,239,213,261,124,sample_2429
129,245,105,364,428,110,215,164,109,80,127,236,213,272,122,sample_2430
123,239,105,368,428,110,210,164,100,82,123,233,205,264,124,sample_2431
127,236,109,368,428,101,215,168,100,82,127,236,209,261,124,sample_2432
129,239,105,372,428,101,215,159,97,78,125,239,209,264,124,sample_2433
121,233,105,364,424,107,210,172,112,86,121,239,213,266,124,sample_2434
125,242,101,370,428,107,210,172,103,82,125,239,209,272,124,sample_2435
121,236,105,370,428,107,210,164,112,84,121,239,205,262,124,sample_2436
121,239,105,361,428,104,210,172,106,86,121,236,213,262,122,sample_2437
127,245,109,364,428,98,215,168,103,82,125,245,213,264,124,sample_2438
127,245,101,364,424,101,210,164,109,82,129,245,213,268,122,sample_2439
121,233,113,364,426,110,210,172,109,84,125,236,213,266,122,sample_2440
119,242,105,368,422,110,210,176,109,86,119,233,213,262,122,sample_2441
125,239,113,372,426,98,210,159,100,80,127,239,205,262,124,sample_2442
121,236,105,368,428,110,210,159,106,86,121,236,205,266,124,sample_2443
121,236,109,364,424,110,215,176,106,82,125,239,205,266,122,sample_2444
123,239,105,362,426,98,210,164,106,82,119,236,205,270,124,sample_2445
127,239,109,370,428,104,215,168,100,80,129,239,205,264,122,sample_2446
127,236,113,361,422,101,210,172,97,86,125,236,205,261,124,sample_2447
125,233,105,372,422,104,215,172,97,80,127,242,213,262,124,sample_2448
125,239,109,370,428,104,215,172,97,82,125,236,205,264,124,sample_2449
125,236,105,361,428,107,210,176,109,86,125,239,213,262,124,sample_2450
121,239,105,370,424,101,215,164,100,80,125,239,213,261,124,sample_2451
123,233,109,364,422,104,210,159,106,86,125,233,213,264,124,sample_2452
123,239,105,362,426,107,210,172,103,86,125,233,209,264,124,sample_2453
127,242,101,364,428,107,210,159,109,84,127,245,213,272,122,sample_2454
125,239,113,364,424,107,215,176,100,86,123,236,209,264,122,sample_2455
123,239,109,368,424,104,210,172,109,86,129,239,213,261,124,sample_2456
125,242,101,370,428,104,210,164,103,82,127,245,213,266,122,sample_2457
121,236,113,364,424,110,210,172,106,86,123,236,213,261,124,sample_2458
125,239,109,372,426,98,210,164,97,78,129,239,209,264,124,sample_2459
125,233,113,370,426,101,215,168,103,80,125,239,209,261,124,sample_2460
127,239,113,372,422,101,215,172,100,80,129,239,209,262,124,sample_2461
125,233,109,372,428,107,215,168,100,80,123,239,209,264,124,sample_2462
127,245,105,364,428,101,210,164,109,80,125,245,205,272,122,sample_2463
127,239,109,372,426,104,215,159,100,80,123,233,209,261,124,sample_2464
125,239,109,372,428,101,215,168,97,78,125,239,205,261,124,sample_2465
127,236,105,362,422,104,215,176,103,80,121,236,205,264,124,sample_2466
119,233,109,362,426,104,210,172,106,84,121,239,213,262,124,sample_2467
127,242,105,364,428,107,210,164,109,82,127,245,213,272,124,sample_2468
123,236,109,370,428,101,215,164,97,80,127,239,209,262,124,sample_2469
127,239,105,372,428,104,215,168,97,78,129,236,213,261,124,sample_2470
121,236,101,364,426,107,215,172,106,86,121,236,205,264,124,sample_2471
127,239,105,368,428,101,215,172,100,78,125,242,209,262,122,sample_2472
129,245,109,368,428,107,210,172,106,80,127,242,213,270,122,sample_2473
123,233,105,366,426,107,215,172,97,82,125,236,201,266,122,sample_2474
119,236,105,362,424,107,210,172,106,86,127,233,205,262,124,sample_2475
125,245,105,364,424,104,215,168,106,82,129,245,209,268,122,sample_2476
127,236,105,364,422,107,210,159,112,86,125,233,205,270,122,sample_2477
127,239,105,372,428,104,210,172,100,78,127,239,209,264,124,sample_2478
127,239,109,372,426,107,215,176,103,80,125,239,213,261,124,sample_2479
125,242,101,364,428,107,210,164,106,84,125,245,213,264,122,sample_2480
129,233,105,366,428,107,210,164,109,82,129,236,205,266,122,sample_2481
129,245,105,372,428,104,215,159,100,78,125,239,209,261,122,sample_2482
129,233,113,364,426,104,210,164,106,84,119,236,205,264,122,sample_2483
121,233,105,364,424,107,215,164,106,82,125,233,213,261,124,sample_2484
125,239,109,370,424,107,215,172,103,82,125,236,209,262,124,sample_2485
129,239,105,372,428,107,210,164,97,82,129,239,213,262,124,sample_2486
129,242,105,362,428,101,210,164,100,82,129,242,213,272,122,sample_2487
125,242,109,370,426,107,215,164,109,80,125,239,213,272,122,sample_2488
127,245,101,370,428,104,210,164,109,84,125,236,213,262,122,sample_2489
125,239,113,372,426,101,215,164,100,78,125,239,205,262,124,sample_2490
123,239,105,372,424,104,210,168,106,78,125,233,209,264,124,sample_2491
121,236,109,364,424,107,210,172,106,82,125,236,205,268,124,sample_2492
123,239,105,370,424,104,215,168,100,80,127,245,205,261,124,sample_2493
123,239,105,368,426,101,215,176,100,78,127,239,205,262,122,sample_2494
119,239,105,362,426,107,210,172,103,86,125,239,209,268,124,sample_2495
119,236,105,368,426,107,210,172,112,80,119,239,213,270,124,sample_2496
127,242,105,364,428,98,210,168,106,82,129,245,213,266,122,sample_2497
129,239,105,370,422,101,215,168,100,80,129,239,209,261,122,sample_2498
129,242,105,362,424,104,210,172,109,82,127,236,213,266,122,sample_2499
121,239,109,372,424,101,215,168,106,82,125,236,205,262,124,sample_2500
